gene_symbol,phase_adrg,phase_aort,phase_bfat,phase_bstm,phase_cere,phase_hart,phase_hypo,phase_kdny,phase_livr,phase_lung,phase_musc,phase_wfat
Usp9y,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Whrn,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL
Nkx6-2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL
Nupr1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
Cplx2,NULL,NULL,NULL,NULL,11,NULL,NULL,8,NULL,NULL,NULL,NULL
Csda,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL
Cth,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Dkk2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Dvl3,NULL,NULL,10,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
Epb4.1l1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Etf1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Eya2,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL
Ifrd1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,16,NULL,NULL
Arl6ip5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Atp8b1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Baz1b,15,NULL,NULL,19,NULL,18,NULL,NULL,NULL,16,NULL,NULL
Bcap31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
C7,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ccl27a,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL
Ccs,NULL,9,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cd68,6,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cep290,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Chd3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL
Cops6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Cysltr2,NULL,NULL,NULL,0,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Elovl4,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hdlbp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Herpud1,10,11,NULL,NULL,14,16,NULL,12,12,11,13,12
Hnrnpf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Hps4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Gcdh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL
Nde1,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Tet2,NULL,NULL,NULL,NULL,5,NULL,6,NULL,22,NULL,NULL,NULL
Tpr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Shb,NULL,8,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Snw1,NULL,13,17,NULL,NULL,NULL,NULL,13,NULL,11,NULL,13
Srsf6,NULL,NULL,NULL,NULL,NULL,4,NULL,22,NULL,NULL,NULL,NULL
Stx3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,13,NULL,NULL
Sub1,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sulf1,17,NULL,20,NULL,NULL,14,NULL,18,NULL,NULL,NULL,NULL
Phb2,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Plxna4,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Ppl,10,NULL,18,NULL,NULL,12,NULL,NULL,15,12,11,NULL
Ppp2r1b,NULL,NULL,NULL,NULL,NULL,NULL,22,22,0,NULL,NULL,NULL
Prkg2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Pum1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
Rab6a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Rad51c,19,NULL,NULL,NULL,NULL,NULL,22,18,19,NULL,NULL,NULL
Magi2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Mbnl1,NULL,NULL,23,19,NULL,NULL,NULL,NULL,11,NULL,NULL,23
Med14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,14,14,NULL,NULL
Mknk1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,11,NULL,NULL
Mtdh,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
Rarres2,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Rfc3,NULL,NULL,3,NULL,NULL,6,NULL,NULL,2,NULL,NULL,NULL
Ilf2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Itga8,6,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,NULL,NULL
Ldb2,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,7,NULL,NULL
Lipa,NULL,NULL,NULL,NULL,NULL,11,NULL,12,21,NULL,NULL,NULL
Litaf,1,0,2,NULL,2,1,NULL,0,23,0,NULL,3
Uba52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Umps,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL
Usp14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Vnn1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL
Wwtr1,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,8,NULL,NULL,NULL
Mkks,NULL,NULL,NULL,20,NULL,NULL,19,20,NULL,18,NULL,NULL
Sipa1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,0,NULL
Slc19a2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,14,NULL,NULL
Snrpd2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Sp4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
Spop,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,20,NULL,NULL
Srrm1,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
St3gal5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,22
Nid2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22,16,NULL,NULL
Ogn,NULL,NULL,NULL,NULL,NULL,10,NULL,20,NULL,21,NULL,NULL
Sun1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Tbpl1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Terf2ip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,18,NULL,NULL
Phka1,NULL,NULL,NULL,19,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL
Phka2,9,NULL,NULL,NULL,NULL,NULL,NULL,10,4,NULL,NULL,NULL
Ppp2r5d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Prkd3,4,NULL,NULL,NULL,NULL,NULL,NULL,4,5,NULL,NULL,NULL
Psmb3,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL
Psmd12,NULL,NULL,NULL,21,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Ramp2,9,10,11,NULL,15,NULL,13,NULL,NULL,13,NULL,NULL
Pfkp,23,1,2,NULL,NULL,2,NULL,21,NULL,NULL,23,23
Pgd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,22
Lgr5,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lilrb3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL
Zbtb7b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Rtkn,NULL,NULL,NULL,NULL,14,NULL,NULL,14,NULL,NULL,NULL,NULL
Sbds,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,14,NULL,NULL
Sema6a,NULL,NULL,NULL,4,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Fmn1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Gart,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,10,NULL,NULL
Gata5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Gfpt1,16,NULL,4,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Cnbp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Cox4i1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Cxcr7,NULL,NULL,NULL,NULL,NULL,20,NULL,19,NULL,NULL,NULL,NULL
Cygb,NULL,NULL,12,NULL,NULL,11,NULL,NULL,NULL,10,10,10
Abca3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL
Bhlha15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL
Cct3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,20,NULL,NULL,NULL
Cd200r1,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chn2,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Hmgn2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,10,NULL,NULL
Ehd1,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,18,NULL,NULL,21
Elk3,22,NULL,NULL,NULL,NULL,0,NULL,0,23,2,0,23
Aqp7,7,6,7,NULL,NULL,2,NULL,NULL,NULL,NULL,0,NULL
Agfg1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,14,NULL,NULL
Alas1,10,NULL,NULL,NULL,NULL,NULL,NULL,14,12,11,NULL,15
Ap1s1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Bach2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL
Abcc5,NULL,NULL,22,22,22,NULL,22,NULL,NULL,NULL,NULL,0
Ablim1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Acadl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL
Fdps,18,23,23,NULL,NULL,NULL,NULL,22,23,NULL,NULL,NULL
Gba2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,9,NULL,NULL
Gfer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Ggta1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL
Cldn8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
Ctf1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Cyp51,NULL,21,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL
Dnase2a,6,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Dut,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Elmo1,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,21,11,NULL,NULL
Epha6,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Epha8,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cdkl5,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Celsr2,8,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,11
Gstt2,8,10,11,NULL,NULL,10,NULL,7,NULL,8,NULL,10
Heph,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hnrnpm,18,NULL,NULL,21,22,NULL,20,22,NULL,NULL,NULL,NULL
Rbmx,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,23,NULL,NULL,NULL
Rnf4,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL
Rps6kb2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Ryk,NULL,NULL,22,NULL,NULL,NULL,NULL,19,NULL,17,NULL,NULL
Psmd6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
Rab3d,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slc39a4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,14,NULL,NULL
Smarcc2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Son,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Sorbs3,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,4,12,NULL,NULL
Sptlc1,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL
Srsf5,NULL,NULL,4,NULL,NULL,7,NULL,NULL,6,NULL,7,NULL
Stom,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,4,NULL,NULL,NULL
Sulf2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL
Ulk1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL
Whsc1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Marcksl1,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mcm10,6,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
Mfng,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,11
Mlc1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Mllt3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,14,NULL,NULL
Mtap,NULL,21,22,NULL,NULL,NULL,2,NULL,22,NULL,NULL,21
Tax1bp1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Tef,11,12,12,11,13,13,NULL,11,12,12,10,12
Tob1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
Ndst2,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pcca,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,22,NULL,NULL
Pde3b,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL
Itih2,NULL,NULL,NULL,13,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Itm2b,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL
Jmjd6,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL
Kcnn2,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
Lin7c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,14,NULL,NULL
Tead4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,0,23
Timm8a1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19
Smpd2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Smpd3,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Snd1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,16,NULL,NULL,NULL
Spen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,23,NULL
Spred2,21,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,4,NULL
Stard3,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
Recql,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Sgsh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL
Sgta,NULL,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ppm1a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Ppox,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Ptp4a1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,17,NULL,NULL
Pfkfb3,8,8,8,NULL,NULL,10,NULL,11,12,10,4,9
Nmt2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Gss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Gstm7,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,NULL,NULL
Hlcs,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL
Ica1,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fosl2,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21
Adcy7,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Amd1,NULL,NULL,NULL,NULL,NULL,14,NULL,18,13,NULL,NULL,16
Anxa11,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Asap1,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,10,NULL,NULL
Atf5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Atp6v0a2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL
Cdx4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Clk1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL
Cpeb1,10,10,NULL,NULL,NULL,NULL,NULL,NULL,8,11,1,10
Dbt,NULL,NULL,NULL,17,20,NULL,NULL,NULL,20,16,NULL,NULL
Ddx17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,0,NULL,NULL,NULL
Derl1,NULL,23,1,NULL,NULL,NULL,4,NULL,11,NULL,NULL,NULL
Dnajc5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,9,NULL,NULL
Dpp10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Dstn,21,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Eif4b,8,9,9,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,11
Gabpb1,NULL,NULL,NULL,NULL,NULL,2,NULL,0,2,3,NULL,0
Grm4,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Gsto2,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H13,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hist2h3c2,18,NULL,NULL,NULL,NULL,NULL,NULL,20,19,NULL,NULL,NULL
Anapc7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL
Asns,NULL,20,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
Atp6v1b2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL
Blmh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2,NULL,NULL,NULL
Brd7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Camkk2,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Nmnat1,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,21,18,NULL,NULL
Mal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL
Med24,NULL,23,1,NULL,NULL,NULL,NULL,0,22,NULL,NULL,NULL
Mgrn1,NULL,7,6,NULL,NULL,22,NULL,NULL,9,NULL,NULL,NULL
Mrc2,NULL,NULL,NULL,13,NULL,19,NULL,NULL,NULL,2,NULL,NULL
Sostdc1,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sspn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,12,NULL,NULL
Stambp,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,1,NULL,NULL,NULL
Strap,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Tep1,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Tmbim6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tmod1,NULL,NULL,NULL,5,3,NULL,6,NULL,NULL,13,NULL,NULL
Tpst2,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,22,NULL,NULL,NULL
Pkp2,NULL,NULL,23,NULL,NULL,6,NULL,NULL,0,NULL,NULL,NULL
Plod2,20,NULL,NULL,NULL,NULL,10,NULL,0,NULL,NULL,NULL,NULL
Rras2,NULL,23,NULL,NULL,NULL,3,NULL,NULL,NULL,21,NULL,23
Pdia6,NULL,23,NULL,22,NULL,23,21,21,NULL,21,NULL,NULL
Txk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL
Ube4b,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Unc13b,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wwp1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL
Prpf40a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Psme4,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ptprk,2,NULL,NULL,NULL,22,NULL,NULL,0,3,3,NULL,NULL
Rab9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Rae1,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
Shmt2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Slc12a6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL
Slc38a2,NULL,NULL,NULL,16,NULL,NULL,17,NULL,10,NULL,20,NULL
Slc39a7,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL
